genre,freqDiff_1,freqDiff_2,freqDiff_3,freqDiff_4,freqDiff_5,freqDiff_6,freqDiff_7,freqDiff_8,freqDiff_9,freqDiff_10,freqDiff_11,freqDiff_12,freqDiff_13,freqDiff_14,freqDiff_15,freqDiff_16,freqDiff_17,freqDiff_18,freqDiff_19,freqDiff_20,freqDiff_21,freqDiff_22,freqDiff_23,freqDiff_24,freqDiff_25,freqDiff_26,freqDiff_27,freqDiff_28,freqDiff_29,freqDiff_30,pitch_1,pitch_2,pitch_3,pitch_4,pitch_5,pitch_6,pitch_7,pitch_8,pitch_9,pitch_10,pitch_11,pitch_12,pitch_13,pitch_14,pitch_15,pitch_16,pitch_17,pitch_18,pitch_19,pitch_20,pitch_21,pitch_22,pitch_23,pitch_24,pitch_25,pitch_26,pitch_27,pitch_28,pitch_29,pitch_30,bpm
blues,13.55602209,17.50399643,46.7360284,41.49761342,42.27642904,39.72370705,25.68581147,41.20572333,29.57939933,16.47829858,20.90121596,23.39711168,24.97166113,49.52709033,10.31213839,5.918581013,6.192842721,3.80569452,11.40412159,51.35350508,30.89325369,52.66819587,30.60147615,11.1602063,14.44280066,49.27875433,14.27286984,12.40882742,13.2818718,35.66883951,72.95843116,73.22139199,75.74923688,74.41958095,78.55549231,73.62434582,61.27767507,46.76486344,64.56689422,41.385254,43.67252831,44.51489604,52.12691587,60.22578563,62.99705381,64.24738763,65.83567792,62.96873226,62.89125327,52.12181207,73.87322395,64.65150673,49.04580378,48.28791428,47.99971603,63.35993922,73.58590592,75.50299028,71.83766804,60.15055643,82.25566308
blues,15.14312653,17.75719139,8.10472169,13.14037928,21.24954712,21.50530912,15.73259248,14.85734117,18.27810499,9.675926463,63.47527919,33.26145169,53.51172306,19.03592617,14.76646444,32.86935977,30.16905184,17.43130633,19.99684582,11.38252403,17.66140722,27.34104876,27.75633002,22.95898965,32.86277885,5.979484529,35.34755131,37.43119903,20.85993593,12.79534074,51.00983108,43.98367301,44.62808911,50.43228939,51.29738812,45.30050216,40.64214431,48.96720283,47.29604357,43.2064209,44.97362279,65.89449949,52.34304073,44.07084407,42.25794415,51.33438041,52.81223572,42.56535419,46.57907814,47.57804232,47.653131,49.56046863,57.21429497,51.77424728,47.82698361,47.16804983,49.85387589,39.87641188,47.95768791,49.75936854,82.48780593
blues,47.46699252,45.00794342,25.30810561,36.88660925,28.66117198,23.51437201,6.530763572,66.1322401,21.72543653,47.78183201,25.61870004,43.73122679,37.42515582,48.85046398,11.17825206,10.63018251,8.252387218,11.62021012,55.43364084,37.77081731,59.5879831,21.4573409,45.91284654,23.25555994,33.57744253,19.82079802,24.64696529,21.88521932,8.554871276,10.83605356,69.71815205,90.81841491,60.66472763,56.17382662,58.7146885,59.03328235,58.51061914,66.74173541,92.40377408,71.50889073,63.44747765,64.29546046,78.03731084,68.49481148,59.01059918,58.9468845,57.70666309,58.84862394,79.68167487,74.02101268,67.87598055,58.43191289,73.3660658,71.2614794,65.59261224,59.64697918,54.5008273,58.27080838,59.27407686,59.85584268,95.33751368
blues,5.162106004,6.861872217,57.07792845,37.13977807,30.17536911,28.99290999,32.5110997,30.71466882,20.52522949,31.40378029,5.928390506,63.61549737,49.8146061,19.95623805,21.2096137,16.86771359,23.00909665,13.54296482,37.60238401,5.955859986,33.63147799,33.58090276,60.9316652,35.31540462,41.83848338,6.758123473,7.201764862,6.067080286,64.78165999,36.3953359,54.03496651,54.71182074,58.50055056,69.09687592,61.41824403,59.39572321,61.0929062,51.46013229,67.61569325,54.92221375,57.65889962,63.63437182,64.66170502,58.72038788,60.11322864,60.55833704,56.08468397,63.68788342,54.26580819,57.93898028,63.50025496,73.24415446,65.96892849,66.30302172,57.87738907,58.54621825,57.64212994,59.6564151,80.09787041,60.4881056,54.72144619
blues,29.37763486,17.73234763,29.7738412,24.20992381,14.04839533,53.75419119,57.65213527,17.90321069,60.26487416,44.41556859,69.39729113,37.39575057,33.70632039,57.02856894,23.86563427,48.73077109,59.20424613,59.60321849,45.80099673,60.20897716,17.04501648,57.33095078,51.7281398,42.69391789,26.71821189,59.52609428,52.63756757,44.57316707,18.6293217,31.89409827,63.82006177,58.45554449,65.24577749,50.23675448,50.17670485,38.18326897,52.06650519,48.63639738,37.32704591,72.55295443,63.72495833,35.98274573,65.36707301,63.88657539,36.45523626,61.74519558,60.96718597,47.38640586,73.49909751,40.34177556,26.98526343,70.93887223,42.86972257,31.0655675,83.10897978,31.72246902,38.35293078,57.77859737,70.65922307,55.2922224,87.38807689
blues,44.34504109,35.12622218,44.78307438,40.01741962,10.63535298,15.13022915,49.39215285,35.92396819,35.68414995,52.7911084,44.11684316,37.67001107,29.92143219,55.27681441,53.84210755,26.90260514,37.97673466,37.45968348,32.2876112,37.81901637,25.03016452,46.89199178,65.49453995,39.37417457,12.51977524,8.180681133,17.75086641,68.65923313,37.16767946,50.04314038,54.85756835,59.2286094,88.44051361,62.93205998,57.71251492,46.63644808,54.88059563,73.47989495,80.79846254,73.17820687,56.3165002,70.38278704,52.49504622,65.11479338,63.4801999,62.29057269,73.75165753,64.41763226,60.65206918,71.93511688,56.77674821,70.849584,60.33357186,59.34770903,54.1040598,57.76098305,56.54534877,78.74712301,70.44060321,59.85415862,96.29339588
blues,34.86146787,13.92975777,31.0998874,14.82875073,57.53536587,35.08450978,41.82620575,27.52265498,29.56732386,68.15937155,46.15143497,26.14178545,35.38592284,26.85773304,42.29296729,34.75928413,16.904576,25.17143867,11.3217998,48.65029969,48.87345069,39.76371542,28.90085722,29.43154983,55.99801616,53.78254165,39.96726264,33.37549849,40.05944815,47.68878742,66.9268449,57.50500825,63.63133479,50.42949013,49.53558461,81.71702576,68.46891483,61.93007465,48.133676,78.2790734,84.0170815,64.34768974,60.84294479,50.20617073,49.66369758,67.08106496,44.88272046,56.55522599,57.90772274,68.36729458,58.36829509,51.86360177,51.54045052,52.4445705,80.55198474,65.18943086,65.25491701,56.83215838,60.66141488,80.35603049,100.6695778
blues,27.48067688,22.40026936,19.46995265,18.71243125,16.66374623,38.3085238,27.90569013,23.68402219,28.12217686,10.79157346,20.7869807,40.63417889,32.63952562,21.46081914,30.79771413,22.11061257,23.32839783,48.6304461,35.04421587,35.64907619,24.88870237,23.69931315,12.48611881,23.96825423,40.94503446,38.41279806,16.30021321,33.61803527,5.640043901,24.47568866,63.6167111,59.60295274,54.57054697,53.00465154,55.73244396,52.83301398,68.07144675,59.7964537,57.98674295,56.92372788,56.13150388,61.84364523,69.4314632,64.56316926,54.97495172,58.63941314,59.65484947,60.94302284,76.38588608,69.78518695,51.22873388,54.43165047,51.82493724,60.21432726,66.57999083,54.40841213,45.75309093,52.09593343,53.75274862,56.76516271,86.59519434
blues,22.41082306,20.51078697,32.429042,42.55081279,50.60443179,59.94511753,48.65651689,24.92394518,32.81873343,36.39216745,24.88383447,25.28172541,35.20699502,25.77700152,55.29510217,41.56887393,54.87292539,46.19452602,37.83623026,43.19654916,36.67263755,17.2806819,16.60917921,4.52489014,16.64357616,28.86648458,41.04806526,27.70602176,8.803313621,54.25129673,55.8465043,57.67917163,52.30311407,66.62094462,75.33596518,56.33013885,42.81095101,57.12631971,59.23890633,43.76120022,65.28475296,57.65518446,47.91977151,43.37878161,54.67415916,73.25431009,67.46591949,50.67803773,75.52981354,54.94544881,48.85504909,68.42381304,66.85808554,65.35172139,67.39142192,66.37208761,68.68847426,63.71649223,69.29167841,67.28494511,84.90775523
blues,55.16878491,15.5884326,14.71332362,14.5745914,16.55310215,13.49866452,34.72322815,49.10874423,43.24476863,48.24388054,16.37497412,63.97410775,30.19998639,16.5888129,13.32286957,8.819388814,12.4030867,24.00613485,41.95784086,19.67912199,30.84308615,33.71810429,66.15771942,22.64132734,13.39914862,21.32321275,23.49534761,52.2587532,24.03611477,26.84975909,80.86740355,59.50915057,56.52363356,58.55366179,56.38957152,58.17085062,57.13200121,72.47835363,78.00165168,73.78500419,77.63083933,67.86375556,59.80222081,55.92332312,61.55453988,56.00034696,59.64019518,55.71190555,66.6939809,78.13067583,75.55068828,82.05734714,62.95824326,57.22646589,55.92086118,59.60037719,56.81082144,84.71374804,87.33812776,67.63446586,64.22959676
blues,21.74988517,33.22066317,25.57359059,20.71791515,20.93406389,16.87920708,16.5770601,23.22649603,24.12977886,32.35862334,18.21617801,16.6448735,28.46509777,20.93081599,39.97922401,18.39128885,31.66005402,38.37629476,16.79392851,42.32563815,34.7535863,22.01321861,38.60837299,34.71271954,13.17309364,11.1831085,12.87671593,26.42601483,34.18967919,45.56277068,69.04547544,66.54413605,64.71244085,64.50302018,60.62385266,65.43569751,64.15006877,59.83580971,59.07312367,53.81351262,59.426537,54.72982608,60.89183612,56.35095703,57.26755883,54.1596515,59.60869288,61.02821013,59.28229274,66.44222987,66.05091113,69.0004854,65.38869255,55.9687657,61.12284567,55.06033316,54.87286989,63.67728335,65.0556292,73.43334846,80.91333284
blues,30.91932826,52.21349977,40.17433622,59.10624461,57.2370308,46.67947903,46.86711517,37.39792028,26.96152077,31.45814663,13.60176778,34.14561925,36.28180614,48.13173505,48.63501411,16.18165875,25.74618165,31.5819673,11.74633171,4.295288952,13.43775569,47.64828226,38.76764001,28.94020596,17.69353222,19.3570796,31.97601929,35.64434565,10.20804181,8.419753702,52.87805991,41.02194968,57.22067137,76.74234058,57.99418582,61.05299688,75.34169929,63.77224204,54.31207577,58.33622267,47.89092002,53.50677362,82.50687142,62.44845918,52.26813685,73.11358946,57.81393619,40.68117346,41.86674216,47.63364508,41.15641989,60.18165273,69.76912538,60.86793075,53.36157923,59.73277034,56.2635278,41.18381758,43.6348499,43.40288286,61.08031805
blues,47.46221642,13.93569182,7.838967824,14.05133799,42.64868634,46.28988619,26.64044127,34.40146379,33.19310482,38.29411144,32.97533462,21.18729274,19.32796619,14.23006175,45.35081485,22.81736253,22.22668047,35.04475607,61.13750047,56.6860702,49.71566532,4.45590673,56.58822485,29.2099723,56.12770354,38.64719856,41.26781056,44.95857489,39.7137258,28.58460401,55.78770447,39.46135552,45.0042494,41.05236315,40.79373377,77.41456826,59.97830253,56.21997904,71.43740907,68.0331554,41.06736267,58.222051,56.30701735,56.40503719,59.34851048,72.15621567,74.38677056,82.41882786,75.24156579,54.67918316,66.14968029,70.69009541,52.29593397,42.57044606,68.11525868,71.67793567,45.5306078,72.79301417,67.01829147,52.30746904,94.57853563
blues,25.95636434,9.710113415,7.460106533,12.3456841,22.91623043,33.38153161,34.85574462,27.59921356,37.33187906,43.16726022,25.86565754,25.28342869,22.45305197,15.96487853,13.59543874,38.773731,31.811594,36.09157193,58.38398953,49.47677789,40.02504617,39.9232318,23.93771309,19.25595575,11.67618191,43.52649081,42.84655724,51.49568119,30.03664444,13.46181051,57.87258816,53.16837275,52.35760471,56.00489097,52.52583144,60.35582165,70.24631518,62.752366,71.13081537,74.27941806,59.2503553,60.33928663,64.78641297,54.81532882,51.25866761,57.62483467,61.90018623,54.92361947,70.60284788,68.65719418,55.66703202,64.77448335,60.68653861,52.53233373,53.5828664,63.10060608,67.36674375,60.02079427,54.6791432,48.71579068,99.42156048
blues,36.64242863,23.54002683,46.03785909,40.64457969,24.70572485,46.61859315,18.37245961,5.236004802,25.68496697,29.71674869,29.17870618,11.7021788,17.4736802,29.97501622,31.01855234,42.25575794,31.78713489,15.06584059,50.19063741,28.24431388,28.21729432,26.43062097,24.35948427,27.75870355,34.58036243,17.73454168,27.38459706,19.30782164,14.55181587,37.67853986,56.2866517,74.71076752,60.05102007,61.06063071,63.71896522,60.053734,56.8629704,56.65529295,57.5927816,53.97676299,58.24250554,56.02113795,56.08020428,46.22388201,58.21625936,59.8712153,62.28988035,58.06598513,66.88029684,52.42703917,55.03907501,57.99930076,52.77151924,53.20677531,56.81444337,58.61429818,63.19032403,55.91629738,57.50248465,59.6631538,93.1755935
blues,22.24393431,5.170542453,27.17608424,45.50171088,57.76430087,60.81797373,18.21610933,20.17480061,7.136366429,8.909474308,10.05355653,50.33539076,32.07862484,34.08861376,35.1034548,29.06807959,34.05504701,21.34025792,21.29308336,31.5511849,16.47576475,17.76205263,66.18105679,47.53165422,41.7679579,52.88538204,59.78869723,29.51935722,37.03979459,16.53684842,55.1558205,54.29520878,57.3687289,59.71167108,70.52581663,61.51237647,50.93358222,51.25489381,55.98123284,49.98835062,50.86222511,50.28819568,74.10289183,58.14984264,58.27354994,75.29502591,54.62104553,45.14718211,56.98752754,54.3757129,56.23279616,52.23141275,68.49526685,68.33730121,58.50395123,59.41181245,63.50607575,49.47599287,60.87055308,51.96010115,75.32028296
blues,16.33867274,9.014533423,19.33560272,47.74776396,31.43210158,33.67419812,44.18071594,34.35937836,32.66137481,24.72232469,21.69820616,14.07362701,25.35241044,33.76690733,13.10330626,11.76610522,34.53935942,46.16633546,43.08419385,55.92185287,40.1406858,38.57240764,40.52330957,35.00007688,25.6329036,40.21888762,15.01583406,57.98464186,55.76737645,60.3726174,52.19120641,48.57380082,56.01720082,45.99877318,67.58037691,71.0780574,65.54917784,47.46790935,76.18078471,58.16689283,46.17991279,53.16604614,56.73139173,51.38236769,50.47251888,43.02236171,59.22991243,70.39632487,48.46811161,57.54953952,75.32421999,61.71250836,54.90379236,44.24356425,44.20338196,67.17077246,61.62427086,79.88064744,68.48384689,67.92285959,84.12552573
blues,41.81059852,26.82146136,22.40053256,17.13903792,15.52075634,17.39924328,26.28637655,30.90210009,48.75195582,43.63791845,49.47101496,43.42810875,64.65808095,43.08524355,26.06686045,26.15828104,21.31098247,25.34037107,20.68966248,14.71199665,10.10865489,21.49933297,47.48077664,42.49980285,36.17385524,42.79566011,46.52257856,34.22817734,31.81752819,48.43879598,66.23800312,58.52265318,55.11590204,55.93345553,55.84113436,53.63879989,50.26177934,72.49791735,86.28517577,66.77561711,53.55254284,77.62509723,81.25460975,65.90887877,54.50532798,51.27049221,52.44856874,56.60401145,48.5361416,52.33351313,51.16151517,50.08693438,62.67397716,79.53330665,71.46450415,69.26451758,63.47910637,61.5978351,69.58486726,71.1682073,93.98986519
blues,36.18808091,43.69417695,38.45569602,40.64571811,48.62360361,14.46557765,14.68783173,17.54791448,22.55191449,32.1383051,31.27327334,28.34497361,20.03491796,15.2242776,35.81240335,24.73794706,26.66766272,24.13800816,8.92849807,18.63112867,27.88923349,30.04692391,39.77162319,24.36791171,18.56882948,49.920168,29.02460842,20.09518429,26.06632255,24.45137118,73.97434252,67.07550617,61.98914532,77.29575552,61.6851269,57.98362617,56.95073611,56.73594417,54.08401897,53.35898652,58.71498046,59.53167334,58.64603965,59.04874074,55.89655011,58.61221556,51.84611751,52.08081321,56.52308726,58.35247199,55.45146995,58.80430284,62.66373869,55.83040078,55.83429993,57.53255809,55.58688239,55.59388201,57.11431317,54.23866618,51.76866326
blues,17.95984205,23.40504391,23.37100249,26.71456405,17.48502862,21.11146687,11.77216517,34.98854519,29.91561344,40.04853415,29.38866697,49.66557292,17.48360994,7.400171438,31.604613,18.15264477,16.63433471,20.29251027,22.36138621,27.31984555,22.26068338,16.80160455,20.3962846,9.496935527,25.78962681,34.14734733,29.54524406,27.34011975,38.69450457,19.80706955,61.15407146,60.47357364,63.22285089,70.64740097,56.54479652,50.20488464,52.18368752,50.98221491,57.95583388,62.94404868,72.85779261,55.59434119,50.20499456,63.25231313,68.99282012,73.75848961,52.66909595,57.44803043,51.86190157,55.91552566,51.45073531,54.83630327,52.1025199,52.6689116,61.5733969,60.07094201,66.25157032,55.42636481,56.17288519,51.86472915,66.74066908
blues,8.431407887,15.72768868,22.46182071,18.23148898,15.9772076,9.543105297,35.52030633,25.00959135,32.93197359,23.45677307,24.52831384,16.11886198,7.155124794,11.4996,13.66738112,20.67482737,14.12802722,7.620832619,24.84881472,20.93088615,32.41080728,39.66432774,13.58160436,19.06643823,34.57659324,33.97573096,11.4021008,10.13621031,25.21175256,18.79641231,54.14484943,54.28667725,54.54621053,58.01662347,53.94286888,76.28131618,53.15129622,66.5219338,56.53050223,50.83489174,62.7122486,51.61719371,54.11833306,60.13892453,50.30499658,49.20929137,59.2306358,52.32651795,52.09759291,54.7615588,57.68664533,60.03354254,52.29462619,52.945443,57.22089998,57.6873884,58.43562716,60.36162257,56.62765521,56.033807,56.07241759
blues,13.32256861,39.98454111,39.02707149,24.93906604,18.76636343,34.58865624,12.61403705,29.9581693,29.66451623,21.78989243,15.92054146,26.98383123,20.15206186,36.13480001,20.31282542,42.36992515,14.55428699,19.06777597,26.37257671,11.08937267,20.68496651,23.11869975,19.9546092,25.86677205,27.44698152,19.15311289,28.27780524,20.22541798,26.78227453,19.37452559,54.78886535,57.14792465,66.80162013,65.23182527,54.58581401,49.90353908,54.69158066,58.91729985,60.56972175,55.15289591,52.42986919,53.71723965,59.52418722,56.84696127,55.78365131,51.70268093,59.60316671,63.63298008,67.59119158,56.77485036,67.35016029,58.48031829,56.29771512,65.65471969,55.94311213,51.69547919,54.52061702,54.98459758,52.8215835,52.13728687,81.65793804
blues,67.80000901,11.81526757,53.44722929,40.49104023,21.7890585,18.8573237,11.13089899,6.357346689,38.14321213,41.04458627,26.122546,49.32982256,32.54530856,19.81204965,21.075804,23.75076906,34.98665455,21.13143472,13.11270324,25.12498546,20.57678285,8.965636559,30.27551398,32.64558944,10.43680867,15.59550082,6.635455789,14.78316658,34.84575027,34.78319329,59.59231255,47.20651618,45.54255836,63.4569389,52.69587645,49.83090769,49.41202998,48.70609292,52.01504091,51.20663124,56.51446764,57.50648738,60.55767237,71.10508489,53.33121437,46.05898068,62.98224179,72.95230307,47.88174811,51.07583938,52.70943948,58.66031913,51.98726681,50.89873726,53.97301918,51.08876091,35.82205058,48.27807573,51.58513428,60.71388954,56.26202557
blues,19.65977759,21.44658503,11.32192763,26.18295563,25.82089601,21.05140407,18.79168259,19.71269046,13.44685911,27.70204498,30.09784544,18.64118708,28.45520475,20.63231098,24.89474562,22.3440594,26.46277509,22.88637337,29.12061779,14.52205805,18.53824537,13.93868699,20.27526402,16.79089968,18.8039304,11.50596804,23.71580409,13.18212681,10.77708124,27.18240629,52.28059084,55.16681795,57.28519422,62.72582884,63.46986008,66.46242408,61.0838993,50.23438032,50.65154648,53.31801037,64.49492166,57.03714548,56.36488963,53.24183974,54.22865499,56.9009148,67.0527067,54.33640564,64.21336099,64.41862798,53.24296348,54.23521796,54.72899362,59.5657283,52.60093157,50.35558195,50.17242476,50.97812493,54.75351147,55.49500754,79.30001953
blues,56.18197264,42.77807755,18.45154252,25.60899255,23.59318357,9.360745507,19.56918258,29.64930017,22.97011575,24.03563359,31.17088866,31.12333927,12.38869614,22.99909256,17.59860501,38.81373733,48.4081082,19.91737452,19.47050046,27.64435178,23.0160103,22.42639503,25.14922297,36.91007001,33.81477697,36.00927189,30.46102678,25.79196247,21.78443901,26.09660232,57.69556765,64.4507614,56.74420547,66.01388364,50.86772493,56.07403165,55.46361001,59.74857011,60.78932545,55.8018609,51.68804488,50.68110337,54.27604267,55.057151,53.18983034,58.90376295,58.25178386,53.97511114,49.8285542,64.26882163,56.41474648,53.10873422,51.77697887,61.46810292,64.32552861,59.12167252,50.17801223,56.94939369,56.27177065,50.97782596,99.09003496
